file_name,MQ_Value,static,dynamic,class_names,class_terms,commits,contributors
0_s_0_d_10_cn_4_ct_6_com_0_con.mdg,1.559200249862265,0,0,50,20,30,0
0_s_1_d_8_cn_9_ct_2_com_0_con.mdg,1.3796567613115296,0,5,40,45,10,0
0_s_1_d_3_cn_3_ct_13_com_0_con.mdg,1.5157697313999117,0,5,15,15,65,0
0_s_8_d_8_cn_4_ct_0_com_0_con.mdg,1.671930507949727,0,40,40,20,0,0
0_s_6_d_0_cn_8_ct_6_com_0_con.mdg,1.3356959488375695,0,30,0,40,30,0
0_s_13_d_4_cn_2_ct_1_com_0_con.mdg,2.0310135056896477,0,65,20,10,5,0
0_s_3_d_1_cn_3_ct_13_com_0_con.mdg,1.6123858692648616,0,15,5,15,65,0
0_s_0_d_9_cn_1_ct_10_com_0_con.mdg,1.7065725181520826,0,0,45,5,50,0
0_s_1_d_8_cn_8_ct_3_com_0_con.mdg,1.405821661766492,0,5,40,40,15,0
0_s_2_d_10_cn_4_ct_4_com_0_con.mdg,1.587903466117275,0,10,50,20,20,0
0_s_13_d_4_cn_3_ct_0_com_0_con.mdg,1.836247271123125,0,65,20,15,0,0
0_s_1_d_15_cn_2_ct_2_com_0_con.mdg,1.7808292344101897,0,5,75,10,10,0
0_s_0_d_15_cn_1_ct_4_com_0_con.mdg,1.7989685170927874,0,0,75,5,20,0
0_s_3_d_3_cn_3_ct_11_com_0_con.mdg,1.6047739956528744,0,15,15,15,55,0
0_s_5_d_8_cn_0_ct_7_com_0_con.mdg,1.9194358679619667,0,25,40,0,35,0
0_s_0_d_9_cn_6_ct_5_com_0_con.mdg,1.4722748862787933,0,0,45,30,25,0
0_s_4_d_3_cn_6_ct_7_com_0_con.mdg,1.4464748611192566,0,20,15,30,35,0
0_s_7_d_1_cn_3_ct_9_com_0_con.mdg,1.659910173747091,0,35,5,15,45,0
0_s_8_d_4_cn_3_ct_5_com_0_con.mdg,1.7016871611315487,0,40,20,15,25,0
0_s_15_d_2_cn_3_ct_0_com_0_con.mdg,1.966620172201562,0,75,10,15,0,0
0_s_10_d_3_cn_5_ct_2_com_0_con.mdg,1.6040335578378968,0,50,15,25,10,0
0_s_2_d_15_cn_3_ct_0_com_0_con.mdg,1.7681987134233363,0,10,75,15,0,0
0_s_5_d_1_cn_13_ct_1_com_0_con.mdg,1.2020234299097088,0,25,5,65,5,0
0_s_0_d_10_cn_2_ct_8_com_0_con.mdg,1.6508457815544855,0,0,50,10,40,0
0_s_5_d_1_cn_6_ct_8_com_0_con.mdg,1.4449480574047011,0,25,5,30,40,0
0_s_1_d_7_cn_3_ct_9_com_0_con.mdg,1.43931793911365,0,5,35,15,45,0
0_s_2_d_5_cn_6_ct_7_com_0_con.mdg,1.4394431399840828,0,10,25,30,35,0
0_s_0_d_15_cn_2_ct_3_com_0_con.mdg,1.5496620517219888,0,0,75,10,15,0
0_s_4_d_12_cn_2_ct_2_com_0_con.mdg,1.5889233735763084,0,20,60,10,10,0
0_s_11_d_8_cn_1_ct_0_com_0_con.mdg,2.2197922833460115,0,55,40,5,0,0
0_s_8_d_0_cn_2_ct_10_com_0_con.mdg,1.6592633158847305,0,40,0,10,50,0
0_s_8_d_4_cn_1_ct_7_com_0_con.mdg,1.8814504313641751,0,40,20,5,35,0
0_s_5_d_2_cn_9_ct_4_com_0_con.mdg,1.2034639020912574,0,25,10,45,20,0
0_s_0_d_2_cn_0_ct_18_com_0_con.mdg,1.86598543114828,0,0,10,0,90,0
0_s_16_d_0_cn_0_ct_4_com_0_con.mdg,2.3578725461792276,0,80,0,0,20,0
0_s_9_d_1_cn_10_ct_0_com_0_con.mdg,1.2984799792637867,0,45,5,50,0,0
0_s_2_d_15_cn_1_ct_2_com_0_con.mdg,1.8888348997446127,0,10,75,5,10,0
0_s_5_d_1_cn_11_ct_3_com_0_con.mdg,1.1591651168285821,0,25,5,55,15,0
0_s_15_d_2_cn_1_ct_2_com_0_con.mdg,1.9569890937892729,0,75,10,5,10,0
0_s_10_d_3_cn_7_ct_0_com_0_con.mdg,1.3816640334439088,0,50,15,35,0,0
0_s_5_d_3_cn_11_ct_1_com_0_con.mdg,1.282626457356151,0,25,15,55,5,0
0_s_1_d_1_cn_3_ct_15_com_0_con.mdg,1.5961579231144276,0,5,5,15,75,0
0_s_7_d_4_cn_2_ct_7_com_0_con.mdg,1.6904097067333423,0,35,20,10,35,0
0_s_0_d_9_cn_3_ct_8_com_0_con.mdg,1.589728065751732,0,0,45,15,40,0
0_s_12_d_0_cn_8_ct_0_com_0_con.mdg,1.3756308646834845,0,60,0,40,0,0
0_s_3_d_4_cn_9_ct_4_com_0_con.mdg,1.3371229119353933,0,15,20,45,20,0
0_s_13_d_1_cn_5_ct_1_com_0_con.mdg,1.6471507564804033,0,65,5,25,5,0
0_s_9_d_6_cn_5_ct_0_com_0_con.mdg,1.6518998278732084,0,45,30,25,0,0
0_s_7_d_0_cn_2_ct_11_com_0_con.mdg,1.6484601452449583,0,35,0,10,55,0
0_s_13_d_4_cn_1_ct_2_com_0_con.mdg,1.9011297234360502,0,65,20,5,10,0
0_s_0_d_3_cn_8_ct_9_com_0_con.mdg,1.280162714022783,0,0,15,40,45,0
0_s_10_d_6_cn_0_ct_4_com_0_con.mdg,2.139256901435386,0,50,30,0,20,0
0_s_5_d_8_cn_2_ct_5_com_0_con.mdg,1.7531869546234007,0,25,40,10,25,0
0_s_0_d_9_cn_4_ct_7_com_0_con.mdg,1.5456386130586903,0,0,45,20,35,0
0_s_8_d_1_cn_10_ct_1_com_0_con.mdg,1.311469149206077,0,40,5,50,5,0
0_s_1_d_5_cn_3_ct_11_com_0_con.mdg,1.5814209815126357,0,5,25,15,55,0
