project,file_name,ground_truth,MoJoFM,MoJoFM-D,MovesAndJoins,MaxDistance,static,dynamic,class_names,class_terms,commits,contributors
PartsUnlimitedMRP,0_s_8_d_7_cn_5_ct_0_com_0_con.mdg0_s_8_d_7_cn_5_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,40,35,25,0,0
PartsUnlimitedMRP,0_s_6_d_6_cn_8_ct_0_com_0_con.mdg0_s_6_d_6_cn_8_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,30,30,40,0,0
PartsUnlimitedMRP,0_s_3_d_7_cn_10_ct_0_com_0_con.mdg0_s_3_d_7_cn_10_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_552.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,15,35,50,0,0
PartsUnlimitedMRP,0_s_1_d_4_cn_15_ct_0_com_0_con.mdg0_s_1_d_4_cn_15_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_582.rsf,68.42105263157895,50.98039215686274,12.0,38.0,0,5,20,75,0,0
PartsUnlimitedMRP,0_s_6_d_12_cn_2_ct_0_com_0_con.mdg0_s_6_d_12_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_641.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,30,60,10,0,0
PartsUnlimitedMRP,0_s_6_d_7_cn_7_ct_0_com_0_con.mdg0_s_6_d_7_cn_7_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,30,35,35,0,0
PartsUnlimitedMRP,0_s_1_d_2_cn_17_ct_0_com_0_con.mdg0_s_1_d_2_cn_17_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_582.rsf,55.263157894736835,41.17647058823529,17.0,38.0,0,5,10,85,0,0
PartsUnlimitedMRP,0_s_3_d_8_cn_9_ct_0_com_0_con.mdg0_s_3_d_8_cn_9_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,15,40,45,0,0
PartsUnlimitedMRP,0_s_7_d_1_cn_12_ct_0_com_0_con.mdg0_s_7_d_1_cn_12_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,76.31578947368422,56.86274509803921,9.0,38.0,0,35,5,60,0,0
PartsUnlimitedMRP,0_s_3_d_13_cn_4_ct_0_com_0_con.mdg0_s_3_d_13_cn_4_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_581.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,15,65,20,0,0
PartsUnlimitedMRP,0_s_12_d_6_cn_2_ct_0_com_0_con.mdg0_s_12_d_6_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_816.rsf,84.21052631578947,62.745098039215684,6.0,38.0,0,60,30,10,0,0
PartsUnlimitedMRP,0_s_20_d_0_cn_0_ct_0_com_0_con.mdg0_s_20_d_0_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_80.rsf,67.85714285714286,46.34146341463414,9.0,28.0,0,100,0,0,0,0
PartsUnlimitedMRP,0_s_0_d_19_cn_1_ct_0_com_0_con.mdg0_s_0_d_19_cn_1_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_828.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,0,95,5,0,0
PartsUnlimitedMRP,0_s_0_d_0_cn_20_ct_0_com_0_con.mdg0_s_0_d_0_cn_20_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_102.rsf,57.89473684210527,43.13725490196079,16.0,38.0,0,0,0,100,0,0
PartsUnlimitedMRP,0_s_16_d_2_cn_2_ct_0_com_0_con.mdg0_s_16_d_2_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,97.36842105263158,72.54901960784314,1.0,38.0,0,80,10,10,0,0
PartsUnlimitedMRP,0_s_2_d_18_cn_0_ct_0_com_0_con.mdg0_s_2_d_18_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_641.rsf,81.08108108108108,60.0,7.0,37.0,0,10,90,0,0,0
PartsUnlimitedMRP,0_s_2_d_0_cn_18_ct_0_com_0_con.mdg0_s_2_d_0_cn_18_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_582.rsf,55.263157894736835,41.17647058823529,17.0,38.0,0,10,0,90,0,0
PartsUnlimitedMRP,0_s_4_d_1_cn_15_ct_0_com_0_con.mdg0_s_4_d_1_cn_15_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_582.rsf,55.263157894736835,41.17647058823529,17.0,38.0,0,20,5,75,0,0
PartsUnlimitedMRP,0_s_4_d_13_cn_3_ct_0_com_0_con.mdg0_s_4_d_13_cn_3_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_828.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,20,65,15,0,0
PartsUnlimitedMRP,0_s_1_d_8_cn_11_ct_0_com_0_con.mdg0_s_1_d_8_cn_11_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,5,40,55,0,0
PartsUnlimitedMRP,0_s_7_d_10_cn_3_ct_0_com_0_con.mdg0_s_7_d_10_cn_3_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_581.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,35,50,15,0,0
PartsUnlimitedMRP,0_s_3_d_17_cn_0_ct_0_com_0_con.mdg0_s_3_d_17_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_509.rsf,75.67567567567568,56.00000000000001,9.0,37.0,0,15,85,0,0,0
PartsUnlimitedMRP,0_s_2_d_6_cn_12_ct_0_com_0_con.mdg0_s_2_d_6_cn_12_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_959.rsf,55.263157894736835,41.17647058823529,17.0,38.0,0,10,30,60,0,0
PartsUnlimitedMRP,0_s_12_d_2_cn_6_ct_0_com_0_con.mdg0_s_12_d_2_cn_6_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,60,10,30,0,0
PartsUnlimitedMRP,0_s_9_d_4_cn_7_ct_0_com_0_con.mdg0_s_9_d_4_cn_7_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,45,20,35,0,0
PartsUnlimitedMRP,0_s_2_d_17_cn_1_ct_0_com_0_con.mdg0_s_2_d_17_cn_1_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_816.rsf,84.21052631578947,62.745098039215684,6.0,38.0,0,10,85,5,0,0
PartsUnlimitedMRP,0_s_5_d_13_cn_2_ct_0_com_0_con.mdg0_s_5_d_13_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_581.rsf,76.31578947368422,56.86274509803921,9.0,38.0,0,25,65,10,0,0
PartsUnlimitedMRP,0_s_5_d_14_cn_1_ct_0_com_0_con.mdg0_s_5_d_14_cn_1_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_581.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,25,70,5,0,0
PartsUnlimitedMRP,0_s_7_d_2_cn_11_ct_0_com_0_con.mdg0_s_7_d_2_cn_11_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_959.rsf,55.263157894736835,41.17647058823529,17.0,38.0,0,35,10,55,0,0
PartsUnlimitedMRP,0_s_5_d_1_cn_14_ct_0_com_0_con.mdg0_s_5_d_1_cn_14_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,73.6842105263158,54.90196078431373,10.0,38.0,0,25,5,70,0,0
PartsUnlimitedMRP,0_s_11_d_7_cn_2_ct_0_com_0_con.mdg0_s_11_d_7_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_828.rsf,78.94736842105263,58.82352941176471,8.0,38.0,0,55,35,10,0,0
PartsUnlimitedMRP,0_s_2_d_9_cn_9_ct_0_com_0_con.mdg0_s_2_d_9_cn_9_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,10,45,45,0,0
PartsUnlimitedMRP,0_s_7_d_6_cn_7_ct_0_com_0_con.mdg0_s_7_d_6_cn_7_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,35,30,35,0,0
PartsUnlimitedMRP,0_s_10_d_1_cn_9_ct_0_com_0_con.mdg0_s_10_d_1_cn_9_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_564.rsf,76.31578947368422,56.86274509803921,9.0,38.0,0,50,5,45,0,0
PartsUnlimitedMRP,0_s_14_d_1_cn_5_ct_0_com_0_con.mdg0_s_14_d_1_cn_5_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_336.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,70,5,25,0,0
PartsUnlimitedMRP,0_s_15_d_0_cn_5_ct_0_com_0_con.mdg0_s_15_d_0_cn_5_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_336.rsf,84.21052631578947,62.745098039215684,6.0,38.0,0,75,0,25,0,0
PartsUnlimitedMRP,0_s_11_d_0_cn_9_ct_0_com_0_con.mdg0_s_11_d_0_cn_9_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_569.rsf,76.31578947368422,56.86274509803921,9.0,38.0,0,55,0,45,0,0
PartsUnlimitedMRP,0_s_10_d_10_cn_0_ct_0_com_0_con.mdg0_s_10_d_10_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_696.rsf,81.08108108108108,60.0,7.0,37.0,0,50,50,0,0,0
PartsUnlimitedMRP,0_s_13_d_5_cn_2_ct_0_com_0_con.mdg0_s_13_d_5_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,65,25,10,0,0
PartsUnlimitedMRP,0_s_9_d_6_cn_5_ct_0_com_0_con.mdg0_s_9_d_6_cn_5_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_828.rsf,84.21052631578947,62.745098039215684,6.0,38.0,0,45,30,25,0,0
PartsUnlimitedMRP,0_s_3_d_4_cn_13_ct_0_com_0_con.mdg0_s_3_d_4_cn_13_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,76.31578947368422,56.86274509803921,9.0,38.0,0,15,20,65,0,0
PartsUnlimitedMRP,0_s_4_d_12_cn_4_ct_0_com_0_con.mdg0_s_4_d_12_cn_4_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_948.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,20,60,20,0,0
PartsUnlimitedMRP,0_s_8_d_5_cn_7_ct_0_com_0_con.mdg0_s_8_d_5_cn_7_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,40,25,35,0,0
PartsUnlimitedMRP,0_s_17_d_1_cn_2_ct_0_com_0_con.mdg0_s_17_d_1_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_324.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,85,5,10,0,0
PartsUnlimitedMRP,0_s_11_d_4_cn_5_ct_0_com_0_con.mdg0_s_11_d_4_cn_5_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,55,20,25,0,0
PartsUnlimitedMRP,0_s_6_d_1_cn_13_ct_0_com_0_con.mdg0_s_6_d_1_cn_13_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,73.6842105263158,54.90196078431373,10.0,38.0,0,30,5,65,0,0
PartsUnlimitedMRP,0_s_2_d_13_cn_5_ct_0_com_0_con.mdg0_s_2_d_13_cn_5_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_581.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,10,65,25,0,0
PartsUnlimitedMRP,0_s_11_d_3_cn_6_ct_0_com_0_con.mdg0_s_11_d_3_cn_6_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,55,15,30,0,0
PartsUnlimitedMRP,0_s_0_d_6_cn_14_ct_0_com_0_con.mdg0_s_0_d_6_cn_14_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_324.rsf,68.42105263157895,50.98039215686274,12.0,38.0,0,0,30,70,0,0
PartsUnlimitedMRP,0_s_5_d_10_cn_5_ct_0_com_0_con.mdg0_s_5_d_10_cn_5_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_828.rsf,84.21052631578947,62.745098039215684,6.0,38.0,0,25,50,25,0,0
PartsUnlimitedMRP,0_s_1_d_19_cn_0_ct_0_com_0_con.mdg0_s_1_d_19_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_324.rsf,81.08108108108108,60.0,7.0,37.0,0,5,95,0,0,0
PartsUnlimitedMRP,0_s_10_d_5_cn_5_ct_0_com_0_con.mdg0_s_10_d_5_cn_5_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,50,25,25,0,0
PartsUnlimitedMRP,0_s_14_d_5_cn_1_ct_0_com_0_con.mdg0_s_14_d_5_cn_1_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_639.rsf,89.47368421052632,66.66666666666667,4.0,38.0,0,70,25,5,0,0
PartsUnlimitedMRP,0_s_13_d_1_cn_6_ct_0_com_0_con.mdg0_s_13_d_1_cn_6_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_564.rsf,76.31578947368422,56.86274509803921,9.0,38.0,0,65,5,30,0,0
PartsUnlimitedMRP,0_s_8_d_4_cn_8_ct_0_com_0_con.mdg0_s_8_d_4_cn_8_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,40,20,40,0,0
PartsUnlimitedMRP,0_s_2_d_7_cn_11_ct_0_com_0_con.mdg0_s_2_d_7_cn_11_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,78.94736842105263,58.82352941176471,8.0,38.0,0,10,35,55,0,0
PartsUnlimitedMRP,0_s_15_d_4_cn_1_ct_0_com_0_con.mdg0_s_15_d_4_cn_1_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_639.rsf,89.47368421052632,66.66666666666667,4.0,38.0,0,75,20,5,0,0
PartsUnlimitedMRP,0_s_15_d_3_cn_2_ct_0_com_0_con.mdg0_s_15_d_3_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,97.36842105263158,72.54901960784314,1.0,38.0,0,75,15,10,0,0
PartsUnlimitedMRP,0_s_4_d_0_cn_16_ct_0_com_0_con.mdg0_s_4_d_0_cn_16_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_102.rsf,57.89473684210527,43.13725490196079,16.0,38.0,0,20,0,80,0,0
PartsUnlimitedMRP,0_s_4_d_16_cn_0_ct_0_com_0_con.mdg0_s_4_d_16_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_888.rsf,81.08108108108108,60.0,7.0,37.0,0,20,80,0,0,0
PartsUnlimitedMRP,0_s_19_d_1_cn_0_ct_0_com_0_con.mdg0_s_19_d_1_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_519.rsf,89.1891891891892,65.99999999999999,4.0,37.0,0,95,5,0,0,0
PartsUnlimitedMRP,0_s_14_d_0_cn_6_ct_0_com_0_con.mdg0_s_14_d_0_cn_6_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_336.rsf,71.05263157894737,52.94117647058824,11.0,38.0,0,70,0,30,0,0
PartsUnlimitedMRP,0_s_8_d_1_cn_11_ct_0_com_0_con.mdg0_s_8_d_1_cn_11_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_582.rsf,71.05263157894737,52.94117647058824,11.0,38.0,0,40,5,55,0,0
PartsUnlimitedMRP,0_s_5_d_7_cn_8_ct_0_com_0_con.mdg0_s_5_d_7_cn_8_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,25,35,40,0,0
PartsUnlimitedMRP,0_s_6_d_5_cn_9_ct_0_com_0_con.mdg0_s_6_d_5_cn_9_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,78.94736842105263,58.82352941176471,8.0,38.0,0,30,25,45,0,0
PartsUnlimitedMRP,0_s_3_d_10_cn_7_ct_0_com_0_con.mdg0_s_3_d_10_cn_7_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,15,50,35,0,0
PartsUnlimitedMRP,0_s_0_d_13_cn_7_ct_0_com_0_con.mdg0_s_0_d_13_cn_7_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,0,65,35,0,0
PartsUnlimitedMRP,0_s_6_d_0_cn_14_ct_0_com_0_con.mdg0_s_6_d_0_cn_14_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_191.rsf,55.263157894736835,41.17647058823529,17.0,38.0,0,30,0,70,0,0
PartsUnlimitedMRP,0_s_0_d_1_cn_19_ct_0_com_0_con.mdg0_s_0_d_1_cn_19_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_582.rsf,55.263157894736835,41.17647058823529,17.0,38.0,0,0,5,95,0,0
PartsUnlimitedMRP,0_s_0_d_7_cn_13_ct_0_com_0_con.mdg0_s_0_d_7_cn_13_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_324.rsf,68.42105263157895,50.98039215686274,12.0,38.0,0,0,35,65,0,0
PartsUnlimitedMRP,0_s_2_d_16_cn_2_ct_0_com_0_con.mdg0_s_2_d_16_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_828.rsf,76.31578947368422,56.86274509803921,9.0,38.0,0,10,80,10,0,0
PartsUnlimitedMRP,0_s_14_d_4_cn_2_ct_0_com_0_con.mdg0_s_14_d_4_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,97.36842105263158,72.54901960784314,1.0,38.0,0,70,20,10,0,0
PartsUnlimitedMRP,0_s_12_d_8_cn_0_ct_0_com_0_con.mdg0_s_12_d_8_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_641.rsf,81.08108108108108,60.0,7.0,37.0,0,60,40,0,0,0
PartsUnlimitedMRP,0_s_5_d_2_cn_13_ct_0_com_0_con.mdg0_s_5_d_2_cn_13_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,76.31578947368422,56.86274509803921,9.0,38.0,0,25,10,65,0,0
PartsUnlimitedMRP,0_s_9_d_2_cn_9_ct_0_com_0_con.mdg0_s_9_d_2_cn_9_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_558.rsf,60.526315789473685,45.09803921568627,15.0,38.0,0,45,10,45,0,0
PartsUnlimitedMRP,0_s_4_d_8_cn_8_ct_0_com_0_con.mdg0_s_4_d_8_cn_8_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,20,40,40,0,0
PartsUnlimitedMRP,0_s_0_d_17_cn_3_ct_0_com_0_con.mdg0_s_0_d_17_cn_3_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_581.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,0,85,15,0,0
PartsUnlimitedMRP,0_s_3_d_14_cn_3_ct_0_com_0_con.mdg0_s_3_d_14_cn_3_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_456.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,15,70,15,0,0
PartsUnlimitedMRP,0_s_3_d_1_cn_16_ct_0_com_0_con.mdg0_s_3_d_1_cn_16_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_122.rsf,60.526315789473685,45.09803921568627,15.0,38.0,0,15,5,80,0,0
PartsUnlimitedMRP,0_s_7_d_13_cn_0_ct_0_com_0_con.mdg0_s_7_d_13_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_641.rsf,81.08108108108108,60.0,7.0,37.0,0,35,65,0,0,0
PartsUnlimitedMRP,0_s_5_d_4_cn_11_ct_0_com_0_con.mdg0_s_5_d_4_cn_11_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,78.94736842105263,58.82352941176471,8.0,38.0,0,25,20,55,0,0
PartsUnlimitedMRP,0_s_2_d_12_cn_6_ct_0_com_0_con.mdg0_s_2_d_12_cn_6_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,10,60,30,0,0
PartsUnlimitedMRP,0_s_4_d_9_cn_7_ct_0_com_0_con.mdg0_s_4_d_9_cn_7_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_828.rsf,84.21052631578947,62.745098039215684,6.0,38.0,0,20,45,35,0,0
PartsUnlimitedMRP,0_s_8_d_9_cn_3_ct_0_com_0_con.mdg0_s_8_d_9_cn_3_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_581.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,40,45,15,0,0
PartsUnlimitedMRP,0_s_10_d_4_cn_6_ct_0_com_0_con.mdg0_s_10_d_4_cn_6_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,50,20,30,0,0
PartsUnlimitedMRP,0_s_18_d_2_cn_0_ct_0_com_0_con.mdg0_s_18_d_2_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_519.rsf,89.1891891891892,65.99999999999999,4.0,37.0,0,90,10,0,0,0
PartsUnlimitedMRP,0_s_13_d_6_cn_1_ct_0_com_0_con.mdg0_s_13_d_6_cn_1_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_639.rsf,89.47368421052632,66.66666666666667,4.0,38.0,0,65,30,5,0,0
PartsUnlimitedMRP,0_s_1_d_10_cn_9_ct_0_com_0_con.mdg0_s_1_d_10_cn_9_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,5,50,45,0,0
PartsUnlimitedMRP,0_s_0_d_16_cn_4_ct_0_com_0_con.mdg0_s_0_d_16_cn_4_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_386.rsf,94.73684210526316,70.58823529411764,2.0,38.0,0,0,80,20,0,0
PartsUnlimitedMRP,0_s_0_d_18_cn_2_ct_0_com_0_con.mdg0_s_0_d_18_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_948.rsf,78.94736842105263,58.82352941176471,8.0,38.0,0,0,90,10,0,0
PartsUnlimitedMRP,0_s_8_d_0_cn_12_ct_0_com_0_con.mdg0_s_8_d_0_cn_12_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_828.rsf,57.89473684210527,43.13725490196079,16.0,38.0,0,40,0,60,0,0
PartsUnlimitedMRP,0_s_12_d_7_cn_1_ct_0_com_0_con.mdg0_s_12_d_7_cn_1_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_581.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,60,35,5,0,0
PartsUnlimitedMRP,0_s_9_d_10_cn_1_ct_0_com_0_con.mdg0_s_9_d_10_cn_1_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_702.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,45,50,5,0,0
PartsUnlimitedMRP,0_s_7_d_9_cn_4_ct_0_com_0_con.mdg0_s_7_d_9_cn_4_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,35,45,20,0,0
PartsUnlimitedMRP,0_s_7_d_4_cn_9_ct_0_com_0_con.mdg0_s_7_d_4_cn_9_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,35,20,45,0,0
PartsUnlimitedMRP,0_s_0_d_10_cn_10_ct_0_com_0_con.mdg0_s_0_d_10_cn_10_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,0,50,50,0,0
PartsUnlimitedMRP,0_s_2_d_1_cn_17_ct_0_com_0_con.mdg0_s_2_d_1_cn_17_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_122.rsf,60.526315789473685,45.09803921568627,15.0,38.0,0,10,5,85,0,0
PartsUnlimitedMRP,0_s_6_d_13_cn_1_ct_0_com_0_con.mdg0_s_6_d_13_cn_1_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_581.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,30,65,5,0,0
PartsUnlimitedMRP,0_s_1_d_17_cn_2_ct_0_com_0_con.mdg0_s_1_d_17_cn_2_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_324.rsf,78.94736842105263,58.82352941176471,8.0,38.0,0,5,85,10,0,0
PartsUnlimitedMRP,0_s_4_d_6_cn_10_ct_0_com_0_con.mdg0_s_4_d_6_cn_10_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,20,30,50,0,0
PartsUnlimitedMRP,0_s_13_d_2_cn_5_ct_0_com_0_con.mdg0_s_13_d_2_cn_5_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_324.rsf,81.57894736842105,60.7843137254902,7.0,38.0,0,65,10,25,0,0
PartsUnlimitedMRP,0_s_1_d_7_cn_12_ct_0_com_0_con.mdg0_s_1_d_7_cn_12_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,5,35,60,0,0
PartsUnlimitedMRP,0_s_8_d_6_cn_6_ct_0_com_0_con.mdg0_s_8_d_6_cn_6_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,40,30,30,0,0
PartsUnlimitedMRP,0_s_1_d_1_cn_18_ct_0_com_0_con.mdg0_s_1_d_1_cn_18_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_582.rsf,55.263157894736835,41.17647058823529,17.0,38.0,0,5,5,90,0,0
PartsUnlimitedMRP,0_s_5_d_8_cn_7_ct_0_com_0_con.mdg0_s_5_d_8_cn_7_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_576.rsf,86.8421052631579,64.70588235294117,5.0,38.0,0,25,40,35,0,0
PartsUnlimitedMRP,0_s_8_d_12_cn_0_ct_0_com_0_con.mdg0_s_8_d_12_cn_0_ct_0_com_0_con.mdg.bunch,PartsUnlimitedMRP_696.rsf,75.67567567567568,56.00000000000001,9.0,37.0,0,40,60,0,0,0
